vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,pit_in_rank,pit_out_rank,positions_gained_lost,race_id
19,Daniel Hemric,Chv,41,41,2,2,3237.874,3277.7,39.826,3246.66,3262.96,16.3,8.786,14.74,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,7,12,-5,5485
11,Corey Heim,Tyt,41,41,2,2,3238.165,3268.548,30.383,3249.88,3256.58,6.7,11.715,11.968,OTHER,False,False,False,False,0,0,8,10,-2,5485
11,Corey Heim,Tyt,41,41,2,2,3238.165,3268.548,30.383,3249.88,3256.58,6.7,11.715,11.968,OTHER,False,False,False,False,0,0,8,10,-2,5485
75,Parker Kligerman,Chv,41,41,2,2,3238.589,3285.299,46.71,3252.6,3275.78,23.18,14.011,9.519,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,22,-13,5485
71,Rajah Caruth,Chv,41,41,2,2,3239.033,3283.571,44.538,3257.8,3276.74,18.94,18.767,6.831,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,10,16,-6,5485
1,William Sawalich(i),Tyt,41,41,2,2,3239.467,3280.542,41.075,3255.7,3273.64,17.94,16.233,6.902,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,11,14,-3,5485
18,Tyler Ankrum,Chv,41,41,2,2,3239.898,3282.516,42.618,3259.12,3278.08,18.96,19.222,4.436,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,15,-3,5485
9,Grant Enfinger,Chv,41,41,2,2,3240.208,3279.928,39.72,3253.78,3269.94,16.16,13.572,9.988,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,13,13,0,5485
34,Layne Riggs,Frd,41,41,2,2,3240.605,3284.83,44.225,3246.24,3267.58,21.34,5.635,17.25,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,14,21,-7,5485
66,Johnny Sauter,Frd,41,41,2,2,3240.945,3294.591,53.646,3248.28,3275.04,26.76,7.335,19.551,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,15,27,-12,5485
17,Giovanni Ruggiero #,Tyt,41,41,2,2,3241.485,3340.672,99.187,3248.24,3323.04,74.8,6.755,21.941,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,16,31,-15,5485
13,Jake Garcia,Frd,41,41,2,2,3241.833,3287.975,46.142,3261.16,3282.78,21.62,19.327,5.195,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,17,26,-9,5485
15,Tanner Gray,Tyt,41,41,2,2,3242.159,3286.714,44.555,3255.36,3275.98,20.62,13.201,10.734,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,18,24,-6,5485
15,Tanner Gray,Tyt,41,41,2,2,3242.159,3286.714,44.555,3255.36,3275.98,20.62,13.201,10.734,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,18,24,-6,5485
77,Andres Perez de Lara #,Chv,41,41,2,2,3242.629,3285.977,43.348,3260.24,3279.42,19.18,17.611,6.557,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,19,23,-4,5485
07,Michael McDowell(i),Chv,41,41,2,2,3243.151,3284.725,41.574,3258.44,3276.68,18.24,15.289,8.045,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,20,20,0,5485
95,Clay Greenfield,Chv,41,41,2,2,3243.702,3311.47,67.768,3256.7,3296.96,40.26,12.998,14.51,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,22,30,-8,5485
26,Dawson Sutton #,Chv,41,41,2,2,3244.195,3287.24,43.045,3251.82,3270.56,18.74,7.625,16.68,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,24,25,-1,5485
56,Timmy Hill,Tyt,42,41,2,2,3244.804,3295.291,50.487,3250.04,3276.1,26.06,5.236,19.191,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,25,28,-3,5485
42,Matt Mills,Chv,42,39,2,2,3245.847,3370.35,124.503,3261.02,3359.02,98.0,15.173,31.704,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,34,34,0,5485
4,Mason Maggio(i),Chv,42,41,2,2,3253.348,3296.299,42.951,3260.22,3273.98,13.76,6.872,22.319,OTHER,False,False,False,False,0,0,31,29,2,5485
6,Norm Benning,Chv,42,41,2,2,3310.784,3388.169,77.385,3324.46,3375.52,51.06,13.676,17.499,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,32,32,0,5485
44,Bayley Currey,Chv,42,42,2,2,3388.994,3432.997,44.003,3405.98,3425.44,19.46,16.986,7.557,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,5,26,-21,5485
88,Matt Crafton,Frd,42,42,2,2,-1.0,3427.894,-1.0,15.614,33.714,18.1,16.614,3.754,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,0,0,0,5485
5,Toni Breidinger #,Tyt,42,41,2,2,3389.478,3444.567,55.089,3406.48,3434.84,28.36,17.002,9.727,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,33,33,0,5485
33,Frankie Muniz #,Frd,42,42,2,2,3390.165,3434.932,44.767,3410.62,3428.0,17.38,20.455,6.932,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,6,27,-21,5485
98,Ty Majeski,Frd,42,42,2,2,-1.0,3430.997,-1.0,4.832,22.712,17.88,5.832,16.577,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,0,0,0,5485
22,Jason White,Frd,42,42,2,2,3391.013,3429.927,38.914,3409.64,3419.92,10.28,18.627,10.007,OTHER,False,False,False,False,0,0,7,23,-16,5485
7,Justin Haley(i),Chv,42,42,2,2,-1.0,3432.844,-1.0,6.817,26.497,19.68,7.817,14.204,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,0,0,0,5485
2,Josh Reaume,Frd,42,42,2,2,3391.626,3440.679,49.053,3411.76,3432.4,20.64,20.134,8.279,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,8,29,-21,5485
76,Spencer Boyd,Chv,42,42,2,2,3392.202,3452.459,60.257,3402.5,3435.9,33.4,10.298,16.559,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,31,-22,5485
02,Nathan Byrd,Chv,42,42,2,2,3392.643,3448.917,56.274,3408.94,3439.58,30.64,16.297,9.337,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,11,30,-19,5485
77,Andres Perez de Lara #,Chv,43,42,2,2,3398.424,3434.923,36.499,3417.18,3427.64,10.46,18.756,7.283,OTHER,False,False,False,False,0,0,23,27,-4,5485
42,Matt Mills,Chv,43,40,2,2,3428.81,3477.358,48.548,3442.54,3465.84,23.3,13.73,31.655,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,34,34,0,5485
42,Matt Mills,Chv,43,40,2,2,3428.81,3477.358,48.548,3442.54,3465.84,23.3,13.73,31.655,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,34,34,0,5485
99,Ben Rhodes,Frd,43,43,2,2,3536.885,3583.087,46.202,3541.3,3562.6,21.3,4.415,20.487,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,30,-29,5485
81,Connor Mosack #,Chv,43,22,2,2,3537.44,3609.391,71.951,3555.76,3603.12,47.36,18.32,6.271,OTHER,False,False,False,False,0,0,35,35,0,5485
71,Rajah Caruth,Chv,43,43,2,2,3539.145,3604.728,65.583,3557.56,3599.36,41.8,18.415,5.368,OTHER,False,False,False,False,0,0,5,32,-27,5485
34,Layne Riggs,Frd,43,43,2,2,3541.291,3568.51,27.219,3547.32,3551.32,4.0,6.029,17.19,OTHER,False,False,False,False,0,0,10,14,-4,5485
13,Jake Garcia,Frd,43,43,2,2,3543.928,3572.235,28.307,3562.68,3567.4,4.72,18.752,4.835,OTHER,False,False,False,False,0,0,16,18,-2,5485
66,Johnny Sauter,Frd,43,43,2,2,3544.309,3574.292,29.983,3551.62,3557.5,5.88,7.311,16.792,OTHER,False,False,False,False,0,0,17,21,-4,5485
56,Timmy Hill,Tyt,43,43,2,2,3545.135,3580.926,35.791,3550.84,3562.7,11.86,5.705,18.226,OTHER,False,False,False,False,0,0,18,28,-10,5485
88,Matt Crafton,Frd,44,43,2,2,3546.583,3577.784,31.201,3565.84,3574.12,8.28,19.257,3.664,OTHER,False,False,False,False,0,0,22,25,-3,5485
22,Jason White,Frd,44,43,2,2,3548.634,3581.501,32.867,3566.6,3572.44,5.84,17.966,9.061,OTHER,False,False,False,False,0,0,23,29,-6,5485
98,Ty Majeski,Frd,44,43,2,2,3549.038,3577.901,28.863,3557.92,3562.04,4.12,8.882,15.861,OTHER,False,False,False,False,0,0,24,26,-2,5485
7,Justin Haley(i),Chv,44,43,2,2,3549.546,3579.755,30.209,3560.94,3565.62,4.68,11.394,14.135,OTHER,False,False,False,False,0,0,26,27,-1,5485
5,Toni Breidinger #,Tyt,44,42,2,2,3553.774,3583.403,29.629,3569.0,3574.1,5.1,15.226,9.303,OTHER,False,False,False,False,0,0,33,33,0,5485
02,Nathan Byrd,Chv,44,43,2,2,3554.336,3586.47,32.134,3570.16,3577.32,7.16,15.824,9.15,OTHER,False,False,False,False,0,0,32,31,1,5485
34,Layne Riggs,Frd,51,51,2,2,4285.789,4313.752,27.963,4291.34,4296.66,5.32,5.551,28.872,OTHER,False,False,False,False,0,0,2,13,-11,5485
11,Corey Heim,Tyt,51,51,2,2,4287.461,4317.89,30.429,4298.9,4306.46,7.56,11.439,22.801,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,6,19,-13,5485
1,William Sawalich(i),Tyt,51,51,2,2,4288.027,4316.858,28.831,4304.46,4309.8,5.34,16.433,17.532,OTHER,False,False,False,False,0,0,7,16,-9,5485
52,Stewart Friesen,Tyt,51,51,2,2,4289.068,4319.234,30.166,4299.74,4306.22,6.48,10.672,24.095,OTHER,False,False,False,False,0,0,9,21,-12,5485
56,Timmy Hill,Tyt,51,51,2,2,4289.481,4316.775,27.294,4294.6,4298.64,4.04,5.119,28.275,OTHER,False,False,False,False,0,0,11,15,-4,5485
07,Michael McDowell(i),Chv,51,51,2,2,4290.125,4317.431,27.306,4304.92,4308.9,3.98,14.795,19.73,OTHER,False,False,False,False,0,0,13,18,-5,5485
17,Giovanni Ruggiero #,Tyt,51,51,2,2,4291.005,4320.556,29.551,4297.66,4302.44,4.78,6.655,22.634,OTHER,False,False,False,False,0,0,14,23,-9,5485
77,Andres Perez de Lara #,Chv,51,51,2,2,4291.514,4322.228,30.714,4308.82,4315.04,6.22,17.306,12.314,OTHER,False,False,False,False,0,0,15,26,-11,5485
71,Rajah Caruth,Chv,51,51,2,2,4292.032,4320.378,28.346,4310.6,4315.22,4.62,18.568,10.362,OTHER,False,False,False,False,0,0,16,22,-6,5485
44,Bayley Currey,Chv,52,51,2,2,4293.143,4322.181,29.038,4309.34,4314.84,5.5,16.197,12.051,OTHER,False,False,False,False,0,0,17,25,-8,5485
15,Tanner Gray,Tyt,52,51,2,2,4293.621,4321.089,27.468,4306.66,4309.72,3.06,13.039,16.445,OTHER,False,False,False,False,0,0,18,24,-6,5485
5,Toni Breidinger #,Tyt,53,52,2,2,-1.0,4494.004,-1.0,11.926,23.346,11.42,12.926,8.964,OTHER,False,False,False,False,0,0,0,0,0,5485
07,Michael McDowell(i),Chv,53,53,2,2,4567.637,4593.743,26.106,4582.7,4585.32,2.62,15.063,8.423,OTHER,False,False,False,False,0,0,15,17,-2,5485
98,Ty Majeski,Frd,53,53,2,2,4564.07,4600.311,36.241,4572.44,4583.84,11.4,8.37,16.471,OTHER,False,False,False,False,0,0,8,22,-14,5485
13,Jake Garcia,Frd,53,53,2,2,4564.451,4595.886,31.435,4585.3,4590.74,5.44,20.849,5.146,OTHER,False,False,False,False,0,0,10,20,-10,5485
11,Corey Heim,Tyt,53,53,2,2,4567.979,4597.024,29.045,4579.58,4585.08,5.5,11.601,11.944,OTHER,False,False,False,False,0,0,17,21,-4,5485
17,Giovanni Ruggiero #,Tyt,53,53,2,2,4568.559,4595.313,26.754,4574.9,4578.3,3.4,6.341,17.013,OTHER,False,False,False,False,0,0,18,19,-1,5485
4,Mason Maggio(i),Chv,53,53,2,2,4565.909,4602.922,37.013,4572.4,4580.88,8.48,6.491,22.042,OTHER,False,False,False,False,0,0,13,23,-10,5485
34,Layne Riggs,Frd,54,53,2,2,4571.269,4603.331,32.062,4577.26,4583.46,6.2,5.991,19.871,OTHER,False,False,False,False,0,0,22,24,-2,5485
95,Clay Greenfield,Chv,54,53,2,2,4572.988,4604.42,31.432,4585.64,4590.78,5.14,12.652,13.64,OTHER,False,False,False,False,0,0,23,26,-3,5485
02,Nathan Byrd,Chv,54,53,2,2,4574.702,4605.476,30.774,4590.26,4595.88,5.62,15.558,9.596,OTHER,False,False,False,False,0,0,25,28,-3,5485
99,Ben Rhodes,Frd,54,53,2,2,4575.924,4604.808,28.884,4580.66,4585.78,5.12,4.736,19.028,OTHER,False,False,False,False,0,0,27,27,0,5485
88,Matt Crafton,Frd,54,53,2,2,4576.373,4604.304,27.931,4596.0,4600.36,4.36,19.627,3.944,OTHER,False,False,False,False,0,0,28,25,3,5485
2,Josh Reaume,Frd,54,53,2,2,4577.212,4609.772,32.56,4595.66,4601.82,6.16,18.448,7.952,OTHER,False,False,False,False,0,0,30,29,1,5485
81,Connor Mosack #,Chv,53,32,2,2,4566.983,4618.455,51.472,4584.76,4611.96,27.2,17.777,6.495,OTHER,False,False,False,False,0,0,35,35,0,5485
76,Spencer Boyd,Chv,54,53,2,2,4581.753,4614.967,33.214,4592.44,4598.74,6.3,10.687,16.227,OTHER,False,False,False,False,0,0,32,31,1,5485
66,Johnny Sauter,Frd,53,53,2,2,4562.68,4653.322,90.642,4570.06,4634.56,64.5,7.38,18.762,OTHER,False,False,False,False,0,0,5,32,-27,5485
42,Matt Mills,Chv,61,58,1,1,5039.692,5166.724,127.032,5053.16,5154.72,101.56,13.468,12.004,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,33,33,0,5485
9,Grant Enfinger,Chv,64,64,1,1,5196.224,5227.021,30.797,5210.24,5217.44,7.2,14.016,9.581,OTHER,False,False,False,False,0,0,12,25,-13,5485
19,Daniel Hemric,Chv,65,64,1,1,5199.094,5231.17,32.076,5207.44,5216.18,8.74,8.346,14.99,OTHER,False,False,False,False,0,0,24,30,-6,5485
91,Jack Wood,Chv,65,64,1,1,5199.169,5231.882,32.713,5211.54,5219.28,7.74,12.371,12.602,OTHER,False,False,False,False,0,0,25,31,-6,5485
7,Justin Haley(i),Chv,65,64,1,1,5199.85,5230.696,30.846,5209.52,5216.68,7.16,9.67,14.016,OTHER,False,False,False,False,0,0,26,29,-3,5485
77,Andres Perez de Lara #,Chv,65,64,1,1,5200.045,5229.881,29.836,5217.66,5223.52,5.86,17.615,6.361,OTHER,False,False,False,False,0,0,28,27,1,5485
71,Rajah Caruth,Chv,65,64,1,1,5200.246,5229.402,29.156,5218.88,5224.54,5.66,18.634,4.862,OTHER,False,False,False,False,0,0,30,26,4,5485
44,Bayley Currey,Chv,65,64,1,1,5201.089,5230.374,29.285,5217.24,5223.02,5.78,16.151,7.354,OTHER,False,False,False,False,0,0,32,28,4,5485
75,Parker Kligerman,Chv,65,64,1,1,5198.679,5233.463,34.784,5213.44,5223.96,10.52,14.761,9.503,OTHER,False,False,False,False,0,0,23,32,-9,5485
1,William Sawalich(i),Tyt,66,65,1,1,5248.272,5278.492,30.22,5264.56,5271.38,6.82,16.288,7.112,OTHER,False,False,False,False,0,0,15,22,-7,5485
15,Tanner Gray,Tyt,66,65,1,1,5248.34,5277.526,29.186,5261.74,5266.52,4.78,13.4,11.006,OTHER,False,False,False,False,0,0,17,19,-2,5485
56,Timmy Hill,Tyt,66,65,1,1,5248.522,5277.932,29.41,5254.14,5260.04,5.9,5.618,17.892,OTHER,False,False,False,False,0,0,19,20,-1,5485
11,Corey Heim,Tyt,66,65,1,1,5248.817,5278.181,29.364,5260.88,5266.8,5.92,12.063,11.381,OTHER,False,False,False,False,0,0,21,21,0,5485
17,Giovanni Ruggiero #,Tyt,66,65,1,1,5249.321,5277.3,27.979,5256.08,5260.26,4.18,6.759,17.04,OTHER,False,False,False,False,0,0,23,18,5,5485
5,Toni Breidinger #,Tyt,66,65,1,1,5248.802,5280.396,31.594,5264.56,5271.66,7.1,15.758,8.736,OTHER,False,False,False,False,0,0,20,24,-4,5485
52,Stewart Friesen,Tyt,66,65,1,1,5249.249,5278.996,29.747,5260.34,5266.44,6.1,11.091,12.556,OTHER,False,False,False,False,0,0,22,23,-1,5485
6,Norm Benning,Chv,67,66,1,1,5299.442,5334.701,35.259,5312.44,5322.66,10.22,12.998,12.041,OTHER,False,False,False,False,0,0,16,17,-1,5485
38,Chandler Smith,Frd,71,71,2,2,5711.085,5738.843,27.758,5719.46,5724.52,5.06,8.375,14.323,OTHER,False,False,False,False,0,0,1,7,-6,5485
99,Ben Rhodes,Frd,71,71,2,2,5711.397,5764.03,52.633,5715.68,5745.06,29.38,4.283,35.39,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,2,23,-21,5485
07,Michael McDowell(i),Chv,71,71,2,2,5711.733,5742.888,31.155,5726.56,5732.94,6.38,14.827,9.948,OTHER,False,False,False,False,0,0,3,15,-12,5485
7,Justin Haley(i),Chv,72,72,2,2,5847.003,5894.279,47.276,5856.62,5879.12,22.5,9.617,15.159,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,10,27,-17,5485
6,Norm Benning,Chv,73,72,2,2,5855.978,5902.179,46.201,5870.28,5889.14,18.86,14.302,40.476,OTHER,False,False,False,False,0,0,27,28,-1,5485
81,Connor Mosack #,Chv,73,52,2,2,5970.687,6014.158,43.471,5989.08,6008.2,19.12,18.393,5.958,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,34,34,0,5485
2,Josh Reaume,Frd,73,73,2,2,5969.691,6017.604,47.913,5987.84,6009.68,21.84,18.149,7.924,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,2,29,-27,5485
9,Grant Enfinger,Chv,73,72,2,2,5970.08,6020.592,50.512,5983.82,6011.02,27.2,13.74,9.572,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,30,31,-1,5485
91,Jack Wood,Chv,83,82,2,2,6534.429,6754.941,220.512,6550.52,6739.54,189.02,16.091,15.401,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,27,27,0,5485
88,Matt Crafton,Frd,83,82,2,2,6516.675,6783.524,266.849,6537.24,6779.42,242.18,20.565,4.104,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,24,28,-4,5485
07,Michael McDowell(i),Chv,83,82,2,2,6528.286,6815.734,287.448,6545.34,6806.9,261.56,17.054,8.834,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,26,29,-3,5485
42,Matt Mills,Chv,86,80,2,2,6888.24,6944.632,56.392,6900.92,6932.26,31.34,12.68,12.372,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,32,32,0,5485
2,Josh Reaume,Frd,86,85,2,2,6887.672,6954.332,66.66,6906.66,6945.66,39.0,18.988,8.672,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,24,21,3,5485
99,Ben Rhodes,Frd,85,85,2,2,6879.215,6971.004,91.789,6883.94,6951.86,67.92,4.725,19.144,OTHER,False,False,False,False,0,0,15,22,-7,5485
9,Grant Enfinger,Chv,86,85,2,2,6929.095,6977.521,48.426,6943.82,6967.58,23.76,14.725,9.941,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,25,23,2,5485
33,Frankie Muniz #,Frd,86,85,2,2,6886.309,6992.891,106.582,6905.16,6986.06,80.9,18.851,6.831,OTHER,False,False,False,False,0,0,23,24,-1,5485
91,Jack Wood,Chv,86,84,2,2,6912.731,7005.311,92.58,6926.12,6992.44,66.32,13.389,12.871,OTHER,False,False,False,False,0,0,27,27,0,5485
5,Toni Breidinger #,Tyt,86,85,2,2,6881.356,7016.288,134.932,6898.22,7006.0,107.78,16.864,10.288,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,18,25,-7,5485
88,Matt Crafton,Frd,87,84,2,2,7017.273,7080.43,63.157,7037.76,7076.54,38.78,20.487,3.89,OTHER,False,False,False,False,0,0,28,28,0,5485
07,Michael McDowell(i),Chv,87,84,2,2,7018.126,7089.004,70.878,7035.04,7080.94,45.9,16.914,8.064,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,29,29,0,5485
26,Dawson Sutton #,Chv,92,91,1,1,7401.073,7436.734,35.661,7408.82,7422.42,13.6,7.747,14.314,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,25,27,-2,5485
5,Toni Breidinger #,Tyt,94,93,1,1,7490.1,7612.229,122.129,7506.38,7602.98,96.6,16.28,9.249,OTHER,False,False,False,False,0,0,24,29,-5,5485
25,Harrison Burton,Frd,6,5,2,2,327.902,419.467,91.565,345.518,412.498,66.98,17.616,6.969,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,32,34,-2,5510
44,Brennan Poole,Chv,6,5,2,2,331.034,743.601,412.567,354.818,739.318,384.5,23.784,4.283,ONE_WHEEL_CHANGE,False,False,True,False,0,0,33,36,-3,5510
1,Carson Kvapil #,Chv,6,5,2,2,333.867,397.389,63.522,342.678,381.338,38.66,8.811,16.051,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,34,33,1,5510
14,Garrett Smithley,Chv,6,5,2,2,338.89,393.015,54.125,356.958,384.198,27.24,18.068,8.817,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,35,32,3,5510
88,Connor Zilisch #,Chv,6,5,2,2,362.557,424.514,61.957,377.358,412.358,35.0,14.801,12.156,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,36,35,1,5510
14,Garrett Smithley,Chv,8,7,2,2,558.919,624.43,65.511,575.418,615.318,39.9,16.499,9.112,OTHER,False,False,False,False,0,0,32,33,-1,5510
1,Carson Kvapil #,Chv,8,7,2,2,559.354,682.222,122.868,566.698,666.518,99.82,7.344,15.704,OTHER,False,False,False,False,0,0,33,35,-2,5510
25,Harrison Burton,Frd,8,7,2,2,560.032,658.694,98.662,578.098,651.738,73.64,18.066,6.956,OTHER,False,False,False,False,0,0,35,34,1,5510
8,Sammy Smith,Chv,8,8,2,2,672.666,716.465,43.799,687.358,707.878,20.52,14.692,8.587,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,11,29,-18,5510
51,Jeremy Clements,Chv,9,8,2,2,676.872,739.422,62.55,693.598,733.018,39.42,16.726,6.404,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,18,33,-15,5510
4,Parker Retzlaff,Chv,9,8,2,2,681.833,713.712,31.879,691.858,698.898,7.04,10.025,14.814,OTHER,False,False,False,False,0,0,25,28,-3,5510
53,Joey Gase,Chv,9,8,2,2,685.584,737.448,51.864,700.938,726.298,25.36,15.354,11.15,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,29,32,-3,5510
35,Greg Van Alst,Chv,9,8,2,2,686.883,727.079,40.196,699.478,714.978,15.5,12.595,12.101,OTHER,False,False,False,False,0,0,31,30,1,5510
88,Connor Zilisch #,Chv,9,8,2,2,687.271,780.06,92.789,698.258,767.958,69.7,10.987,12.102,OTHER,False,False,False,False,0,0,32,34,-2,5510
1,Carson Kvapil #,Chv,9,8,2,2,738.88,807.834,68.954,747.038,791.958,44.92,8.158,15.876,OTHER,False,False,False,False,0,0,35,35,0,5510
44,Brennan Poole,Chv,20,15,2,2,1402.492,2393.171,990.679,1422.478,2388.578,966.1,19.986,4.593,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,36,36,0,5510
11,Josh Williams,Chv,21,21,2,2,1617.17,1658.151,40.981,1622.998,1640.558,17.56,5.828,17.593,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,23,-11,5510
16,Christian Eckes #,Chv,21,21,2,2,1617.898,1659.816,41.918,1634.098,1652.578,18.48,16.2,7.238,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,14,24,-10,5510
7,Justin Allgaier,Chv,21,21,2,2,1618.637,1650.821,32.184,1636.798,1645.398,8.6,18.161,5.423,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,15,21,-6,5510
41,Sam Mayer,Frd,21,21,2,2,1619.089,1659.924,40.835,1635.998,1654.438,18.44,16.909,5.486,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,17,25,-8,5510
25,Harrison Burton,Frd,21,21,2,2,1619.828,1652.961,33.133,1636.638,1645.938,9.3,16.81,7.023,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,19,22,-3,5510
07,Patrick Emerling,Chv,21,21,2,2,1620.892,1728.159,107.267,1637.418,1718.278,80.86,16.526,9.881,OTHER,False,False,False,False,0,0,21,33,-12,5510
4,Parker Retzlaff,Chv,22,21,2,2,1621.815,1667.019,45.204,1631.798,1652.578,20.78,9.983,14.441,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,22,26,-4,5510
88,Connor Zilisch #,Chv,22,21,2,2,1623.64,1700.221,76.581,1634.338,1688.018,53.68,10.698,12.203,OTHER,False,False,False,False,0,0,25,32,-7,5510
1,Carson Kvapil #,Chv,22,21,2,2,1624.361,1754.808,130.447,1631.858,1738.458,106.6,7.497,16.35,OTHER,False,False,False,False,0,0,27,34,-7,5510
35,Greg Van Alst,Chv,22,21,2,2,1626.519,1673.864,47.345,1638.458,1661.718,23.26,11.939,12.146,OTHER,False,False,False,False,0,0,29,28,1,5510
71,Ryan Ellis,Chv,22,21,2,2,1627.076,1669.186,42.11,1640.098,1655.438,15.34,13.022,13.748,OTHER,False,False,False,False,0,0,30,27,3,5510
91,Josh Bilicki,Chv,22,21,2,2,1627.444,1674.66,47.216,1640.598,1662.558,21.96,13.154,12.102,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,31,29,2,5510
45,Caesar Bacarella,Chv,22,21,2,2,1631.596,1681.261,49.665,1639.938,1662.838,22.9,8.342,18.423,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,33,30,3,5510
53,Joey Gase,Chv,22,21,2,2,1632.481,1689.393,56.912,1649.498,1678.758,29.26,17.017,10.635,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,34,31,3,5510
51,Jeremy Clements,Chv,23,22,2,2,1756.307,1788.385,32.078,1773.378,1782.078,8.7,17.071,6.307,OTHER,False,False,False,False,0,0,17,26,-9,5510
16,Christian Eckes #,Chv,32,31,2,2,2460.096,2568.099,108.003,2476.898,2560.558,83.66,16.802,7.541,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,20,34,-14,5510
21,Austin Hill,Chv,32,32,2,2,2578.706,2608.452,29.746,2597.658,2604.578,6.92,18.952,3.874,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,1,14,-13,5510
00,Sheldon Creed,Frd,32,32,2,2,2578.968,2617.396,38.428,2588.898,2604.898,16.0,9.93,12.498,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,2,21,-19,5510
48,Nick Sanchez #,Chv,32,32,2,2,2579.233,2617.699,38.466,2585.398,2601.258,15.86,6.165,16.441,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,22,-19,5510
27,Jeb Burton,Chv,32,32,2,2,2579.559,2623.479,43.92,2587.998,2608.418,20.42,8.439,15.061,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,4,25,-21,5510
